complaint_id,text,category,priority,sentiment,resolution_time
8054,Need bulk order details No rush.,Trade,Low,positive,27
8055,I need a quote for a large order,Trade,Medium,neutral,9
8056,Need bulk order details deadline!!!,Trade,High,negative,1
8057,The package was crushed No rush.,Packaging,Low,positive,17
8058,Wrapping was completely destroyed It has been 2 days.,Packaging,Medium,neutral,13
8059,Need bulk order details,Trade,High,negative,4
8060,The package was crushed No rush.,Packaging,Low,positive,25
8061,Need bulk order details,Trade,High,negative,1
8062,Box was broken No rush.,Packaging,Low,positive,25
8063,I need a quote for a large order,Trade,Medium,neutral,9
8064,Product stopped working It has been 4 days.,Product,Medium,neutral,8
8065,Trade-related query No rush.,Trade,Low,positive,27
8066,Inquiry about pricing quick!!!,Trade,High,negative,3
8067,Torn box,Packaging,Medium,neutral,13
8068,Wrapping was completely destroyed No rush.,Packaging,Low,positive,25
8069,Wrapping was completely destroyed,Packaging,High,negative,1
8070,Wrapping was completely destroyed It has been 3 days.,Packaging,Medium,neutral,15
8071,The package was crushed resolve soon!!,Packaging,High,negative,2
8072,Box was broken No rush.,Packaging,Low,positive,16
8073,Item is completely broken,Product,Medium,neutral,8
8074,I need a quote for a large order,Trade,High,negative,2
8075,Need bulk order details It has been 2 days.,Trade,Medium,neutral,11
8076,What is the wholesale price?,Trade,Medium,neutral,8
8077,Defective item received critical!!!,Product,High,negative,2
8078,What is the wholesale price? No rush.,Trade,Low,positive,17
8079,This product broke immediately,Product,High,negative,3
8080,Product stopped working,Product,Medium,neutral,12
8081,Product stopped working No rush.,Product,Low,positive,22
8082,What is the wholesale price? No rush.,Trade,Low,positive,28
8083,Item is completely broken It has been 5 days.,Product,Medium,neutral,11
8084,Need bulk order details resolve soon!,Trade,High,negative,3
8085,Inquiry about pricing,Trade,Medium,neutral,9
8086,Torn box No rush.,Packaging,Low,positive,18
8087,The package was crushed It has been 2 days.,Packaging,Medium,neutral,6
8088,I need a refund because it broke No rush.,Product,Low,positive,24
8089,This product broke immediately immediately!!,Product,High,negative,4
8090,What is the wholesale price? No rush.,Trade,Low,positive,21
8091,This product broke immediately It has been 5 days.,Product,Medium,neutral,7
8092,Quality is terrible and broke,Product,High,negative,5
8093,Inquiry about pricing No rush.,Trade,Low,positive,26
8094,Item is completely broken It has been 4 days.,Product,Medium,neutral,6
8095,Product malfunctioning,Product,High,negative,3
8096,Trade-related query No rush.,Trade,Low,positive,25
8097,Trade-related query,Trade,Medium,neutral,10
8098,The package was crushed quick!!,Packaging,High,negative,2
8099,Trade-related query It has been 2 days.,Trade,Medium,neutral,15
8100,Torn box,Packaging,Medium,neutral,15
8101,I need a refund because it broke It has been 4 days.,Product,Medium,neutral,14
8102,Trade-related query No rush.,Trade,Low,positive,16
8103,Need bulk order details It has been 5 days.,Trade,Medium,neutral,9
8104,What is the wholesale price?,Trade,Medium,neutral,15
8105,Product stopped working It has been 4 days.,Product,Medium,neutral,10
8106,The package was crushed immediately!!!,Packaging,High,negative,4
8107,Quality is terrible and broke,Product,High,negative,4
8108,Item is completely broken No rush.,Product,Low,positive,17
8109,Need bulk order details immediately!!,Trade,High,negative,3
8110,Poor packaging quality No rush.,Packaging,Low,positive,16
8111,Quality is terrible and broke No rush.,Product,Low,positive,18
8112,Trade-related query,Trade,High,negative,2
8113,Quality is terrible and broke It has been 3 days.,Product,Medium,neutral,6
8114,Item is completely broken,Product,Medium,neutral,15
8115,What is the wholesale price? critical!,Trade,High,negative,4
8116,What is the wholesale price? No rush.,Trade,Low,positive,23
8117,Box was broken No rush.,Packaging,Low,positive,17
8118,Product stopped working,Product,Medium,neutral,10
8119,Inquiry about pricing It has been 3 days.,Trade,Medium,neutral,15
8120,Inquiry about pricing,Trade,High,negative,1
8121,Box was broken fast!,Packaging,High,negative,5
8122,Wrapping was completely destroyed,Packaging,Medium,neutral,7
8123,What is the wholesale price?,Trade,High,negative,4
8124,Box was broken It has been 2 days.,Packaging,Medium,neutral,9
8125,Trade-related query,Trade,High,negative,3
8126,Product stopped working It has been 2 days.,Product,Medium,neutral,13
8127,Box was broken,Packaging,High,negative,1
8128,Quality is terrible and broke No rush.,Product,Low,positive,28
8129,Quality is terrible and broke asap!,Product,High,negative,2
8130,I need a refund because it broke No rush.,Product,Low,positive,18
8131,I need a quote for a large order,Trade,Medium,neutral,7
8132,Quality is terrible and broke It has been 5 days.,Product,Medium,neutral,10
8133,Product malfunctioning critical!!!,Product,High,negative,1
8134,Item is completely broken It has been 2 days.,Product,Medium,neutral,6
8135,Inquiry about pricing,Trade,High,negative,5
8136,Product malfunctioning,Product,High,negative,4
8137,I need a refund because it broke urgent!!,Product,High,negative,5
8138,Torn box No rush.,Packaging,Low,positive,20
8139,I need a quote for a large order,Trade,Medium,neutral,15
8140,Defective item received It has been 3 days.,Product,Medium,neutral,7
8141,Wrapping was completely destroyed,Packaging,Medium,neutral,13
8142,What is the wholesale price? No rush.,Trade,Low,positive,29
8143,Inquiry about pricing It has been 2 days.,Trade,Medium,neutral,9
8144,I need a quote for a large order It has been 4 days.,Trade,Medium,neutral,15
8145,Trade-related query It has been 4 days.,Trade,Medium,neutral,8
8146,Trade-related query No rush.,Trade,Low,positive,28
8147,I need a quote for a large order,Trade,Medium,neutral,6
8148,This product broke immediately,Product,Medium,neutral,10
8149,Product stopped working,Product,High,negative,5
8150,Product malfunctioning It has been 2 days.,Product,Medium,neutral,7
8151,Item is completely broken,Product,Medium,neutral,8
8152,The package was crushed,Packaging,Medium,neutral,8
8153,Product stopped working,Product,Medium,neutral,7
8154,Inquiry about pricing,Trade,Medium,neutral,14
8155,Product stopped working No rush.,Product,Low,positive,23
8156,Quality is terrible and broke,Product,High,negative,4
8157,I need a quote for a large order No rush.,Trade,Low,positive,22
8158,Defective item received deadline!!!,Product,High,negative,1
8159,Product malfunctioning,Product,High,negative,2
8160,Defective item received It has been 5 days.,Product,Medium,neutral,12
8161,Torn box urgent!!!,Packaging,High,negative,5
8162,Item is completely broken It has been 4 days.,Product,Medium,neutral,8
8163,Need bulk order details resolve soon!,Trade,High,negative,5
8164,I need a quote for a large order It has been 2 days.,Trade,Medium,neutral,13
8165,Defective item received emergency!!,Product,High,negative,5
8166,Quality is terrible and broke emergency!,Product,High,negative,4
8167,I need a refund because it broke No rush.,Product,Low,positive,22
8168,Inquiry about pricing It has been 5 days.,Trade,Medium,neutral,10
8169,I need a quote for a large order urgent!!,Trade,High,negative,5
8170,Box was broken,Packaging,Medium,neutral,14
8171,Torn box It has been 5 days.,Packaging,Medium,neutral,15
8172,Torn box critical!!,Packaging,High,negative,2
8173,Need bulk order details immediately!!!,Trade,High,negative,3
8174,Poor packaging quality It has been 2 days.,Packaging,Medium,neutral,11
8175,Quality is terrible and broke deadline!!!,Product,High,negative,3
8176,Product malfunctioning,Product,Medium,neutral,7
8177,What is the wholesale price?,Trade,Medium,neutral,8
8178,Torn box It has been 5 days.,Packaging,Medium,neutral,6
8179,This product broke immediately It has been 2 days.,Product,Medium,neutral,9
8180,Trade-related query It has been 5 days.,Trade,Medium,neutral,12
8181,Box was broken It has been 5 days.,Packaging,Medium,neutral,8
8182,Item is completely broken No rush.,Product,Low,positive,23
8183,Torn box,Packaging,High,negative,2
8184,I need a quote for a large order No rush.,Trade,Low,positive,21
8185,The package was crushed,Packaging,Medium,neutral,15
8186,Need bulk order details No rush.,Trade,Low,positive,20
8187,Poor packaging quality No rush.,Packaging,Low,positive,26
8188,I need a refund because it broke It has been 2 days.,Product,Medium,neutral,15
8189,Trade-related query No rush.,Trade,Low,positive,23
8190,What is the wholesale price? quick!!!,Trade,High,negative,3
8191,Trade-related query No rush.,Trade,Low,positive,27
8192,Wrapping was completely destroyed It has been 3 days.,Packaging,Medium,neutral,10
8193,The package was crushed No rush.,Packaging,Low,positive,17
8194,Product malfunctioning,Product,Medium,neutral,10
8195,Trade-related query,Trade,Medium,neutral,10
8196,What is the wholesale price?,Trade,High,negative,5
8197,Damaged packaging resolve soon!,Packaging,High,negative,4
8198,The package was crushed It has been 3 days.,Packaging,Medium,neutral,15
8199,Product stopped working critical!!!,Product,High,negative,5
8200,Product stopped working emergency!!!,Product,High,negative,3
8201,Box was broken,Packaging,Medium,neutral,10
8202,What is the wholesale price? No rush.,Trade,Low,positive,29
8203,I need a refund because it broke,Product,Medium,neutral,14
8204,Damaged packaging deadline!!!,Packaging,High,negative,5
8205,Box was broken,Packaging,Medium,neutral,13
8206,What is the wholesale price? quick!!,Trade,High,negative,4
8207,Box was broken deadline!,Packaging,High,negative,5
8208,Poor packaging quality critical!!,Packaging,High,negative,4
8209,Quality is terrible and broke It has been 3 days.,Product,Medium,neutral,12
8210,The package was crushed deadline!,Packaging,High,negative,1
8211,Box was broken,Packaging,High,negative,2
8212,Quality is terrible and broke critical!!,Product,High,negative,2
8213,I need a quote for a large order,Trade,Medium,neutral,15
8214,What is the wholesale price? No rush.,Trade,Low,positive,29
8215,Item is completely broken asap!!!,Product,High,negative,2
8216,Defective item received fast!,Product,High,negative,4
8217,What is the wholesale price? It has been 5 days.,Trade,Medium,neutral,14
8218,Need bulk order details No rush.,Trade,Low,positive,16
8219,Inquiry about pricing resolve soon!,Trade,High,negative,2
8220,What is the wholesale price? It has been 4 days.,Trade,Medium,neutral,6
8221,Inquiry about pricing,Trade,High,negative,5
8222,Item is completely broken It has been 2 days.,Product,Medium,neutral,12
8223,Torn box asap!,Packaging,High,negative,1
8224,Inquiry about pricing No rush.,Trade,Low,positive,29
8225,I need a quote for a large order,Trade,Medium,neutral,10
8226,Box was broken,Packaging,High,negative,2
8227,Poor packaging quality No rush.,Packaging,Low,positive,27
8228,Damaged packaging asap!!!,Packaging,High,negative,1
8229,Poor packaging quality No rush.,Packaging,Low,positive,18
8230,Torn box critical!!!,Packaging,High,negative,5
8231,Box was broken No rush.,Packaging,Low,positive,26
8232,Product malfunctioning,Product,High,negative,2
8233,Box was broken fast!,Packaging,High,negative,3
8234,The package was crushed No rush.,Packaging,Low,positive,30
8235,Quality is terrible and broke No rush.,Product,Low,positive,27
8236,Damaged packaging immediately!!!,Packaging,High,negative,3
8237,I need a quote for a large order immediately!!,Trade,High,negative,4
8238,Trade-related query It has been 2 days.,Trade,Medium,neutral,12
8239,Poor packaging quality It has been 3 days.,Packaging,Medium,neutral,12
8240,I need a refund because it broke,Product,High,negative,5
8241,Trade-related query,Trade,High,negative,4
8242,I need a refund because it broke emergency!,Product,High,negative,3
8243,What is the wholesale price? No rush.,Trade,Low,positive,23
8244,Damaged packaging,Packaging,Medium,neutral,15
8245,I need a refund because it broke It has been 3 days.,Product,Medium,neutral,14
8246,Product stopped working asap!,Product,High,negative,5
8247,Defective item received critical!!!,Product,High,negative,1
8248,I need a quote for a large order,Trade,High,negative,4
8249,What is the wholesale price? emergency!,Trade,High,negative,5
8250,What is the wholesale price? fast!!!,Trade,High,negative,2
8251,Wrapping was completely destroyed It has been 2 days.,Packaging,Medium,neutral,15
8252,What is the wholesale price? No rush.,Trade,Low,positive,21
8253,Poor packaging quality,Packaging,High,negative,3
8254,Defective item received No rush.,Product,Low,positive,19
8255,Product malfunctioning,Product,Medium,neutral,9
8256,Poor packaging quality,Packaging,High,negative,1
8257,Need bulk order details,Trade,Medium,neutral,6
8258,The package was crushed No rush.,Packaging,Low,positive,27
8259,Defective item received No rush.,Product,Low,positive,25
8260,Item is completely broken It has been 5 days.,Product,Medium,neutral,14
8261,Damaged packaging,Packaging,High,negative,2
8262,I need a quote for a large order asap!,Trade,High,negative,2
8263,Inquiry about pricing No rush.,Trade,Low,positive,22
8264,Wrapping was completely destroyed No rush.,Packaging,Low,positive,24
